Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
1516,270,268,265
1520,267,265,263
1524,264,262,259
1528,260,258,256
1532,256,255,253
1536,253,252,251
1540,251,249,247
1544,252,248,245
1548,253,250,246
1552,256,253,249
1556,258,254,250
1560,259,254,250
1564,257,254,251
1568,256,254,251
1572,254,252,249
1576,255,251,248
1580,259,254,250
1584,267,261,256
1588,273,267,261
1592,274,269,263
1596,270,267,263
1600,263,263,261
