Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
756,266,263,260
760,266,262,258
764,266,262,258
768,265,263,259
772,265,263,260
776,265,261,258
780,265,261,257
784,264,262,258
788,264,262,259
792,264,260,257
796,264,260,256
800,265,262,258
804,265,263,259
808,266,262,258
812,266,262,258
816,272,266,261
820,272,269,265
824,267,266,263
828,266,262,260
832,265,262,259
836,265,263,260
840,265,262,259
844,264,260,257
848,270,264,259
852,271,268,263
856,271,268,264
860,271,268,264
864,272,268,264
868,272,269,266
872,272,269,266
876,272,268,264
880,272,267,264
884,271,268,265
888,265,265,263
892,264,261,259
896,264,260,257
900,264,261,258
904,264,262,259
908,265,261,258
912,265,260,257
916,265,262,258
920,266,263,260
924,266,263,259
928,266,262,258
932,266,263,259
936,266,264,260
940,266,263,260
944,265,261,258
948,265,261,258
952,265,262,259
956,265,262,259
960,265,261,257
964,265,261,257
968,266,263,259
972,266,263,259
976,266,262,258
980,271,265,260
984,271,268,263
988,271,269,265
992,264,263,261
996,265,261,259
1000,264,262,259
1004,265,263,259
1008,265,261,258
1012,265,261,257
1016,266,263,259
1020,266,264,260
1024,266,263,259
1028,266,261,258
1032,265,262,258
1036,265,263,260
1040,265,262,259
1044,265,260,257
1048,264,261,257
1052,264,262,259
1056,265,262,259
1060,265,261,257
1064,266,262,258
1068,265,263,259
1072,266,264,260
1076,265,262,259
1080,266,262,258
1084,265,262,259
1088,265,263,259
1092,264,261,258
1096,264,260,257
1100,264,262,258
1104,264,262,259
1108,265,261,258
1112,265,261,258
1116,266,262,259
1120,266,264,260
1124,266,263,259
1128,266,262,258
1132,271,266,261
1136,272,269,264
1140,265,265,262
1144,265,262,259
1148,265,262,259
1152,265,262,259
1156,265,263,259
1160,265,261,257
1164,271,265,259
1168,271,268,263
1172,272,269,265
1176,265,264,262
1180,265,262,259
1184,265,263,260
1188,265,263,260
1192,265,261,258
1196,265,261,257
1200,265,262,258
1204,265,263,259
1208,265,262,258
1212,265,261,257
1216,265,262,258
1220,265,264,260
1224,265,262,258
1228,265,261,257
1232,271,266,260
1236,271,268,263
1240,266,264,262
1244,265,262,259
1248,265,262,259
1252,265,263,260
1256,265,263,260
1260,266,261,258
1264,265,261,258
1268,265,263,259
1272,265,262,259
1276,264,260,257
1280,270,264,259
1284,271,267,262
1288,271,268,264
1292,266,264,262
1296,266,262,259
1300,266,263,260
1304,266,264,260
1308,266,262,259
1312,265,261,258
1316,265,262,259
1320,265,262,259
1324,264,261,258
1328,265,260,256
1332,264,261,257
1336,265,262,259
1340,265,262,258
1344,266,261,258
1348,266,262,258
1352,266,264,260
1356,266,263,260
1360,265,261,258
1364,270,265,260
1368,271,267,263
1372,271,268,264
1376,271,267,263
1380,271,267,263
1384,271,268,265
1388,271,269,265
1392,271,267,264
1396,272,267,264
1400,271,268,265
1404,271,269,266
1408,271,268,265
1412,271,267,263
1416,271,268,264
1420,271,269,265
1424,271,268,264
1428,271,266,263
1432,271,268,264
1436,271,269,265
1440,271,268,264
1444,271,267,263
1448,271,268,264
1452,271,269,265
1456,271,269,266
1460,272,267,264
1464,271,267,264
1468,271,269,265
1472,271,269,265
1476,271,267,263
1480,271,267,263
1484,271,268,265
1488,271,268,265
1492,271,267,263
1496,271,267,263
1500,271,268,264
1504,271,269,266
1508,271,268,264
1512,271,267,263
1516,271,268,265
1520,271,270,266
1524,272,268,265
1528,272,267,264
1532,271,268,265
1536,271,269,266
1540,271,268,265
1544,271,266,263
1548,271,267,264
1552,271,269,265
1556,271,269,265
1560,271,267,264
1564,272,268,264
1568,271,269,265
1572,271,268,265
1576,271,267,264
1580,271,267,264
1584,271,269,265
1588,265,265,264
1592,265,262,260
1596,265,261,258
1600,265,262,259
