Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
784,264,260,256
788,265,262,258
792,265,263,259
796,265,262,258
800,265,260,257
804,265,261,258
808,264,262,259
812,264,261,258
816,264,260,257
820,264,261,257
824,264,262,258
828,264,261,258
832,264,260,257
836,264,260,257
840,264,262,258
844,264,261,258
848,264,260,257
852,264,260,256
856,264,261,258
860,265,263,259
864,264,262,258
868,265,261,257
872,265,262,259
876,265,263,259
880,265,262,258
884,264,260,257
888,263,261,257
892,263,261,258
896,263,260,257
900,263,259,256
904,264,261,257
908,264,262,258
912,265,262,258
916,265,261,257
920,266,261,258
924,266,263,259
928,265,263,259
932,265,261,258
936,264,260,257
940,263,261,258
944,263,261,258
948,263,260,256
952,264,260,256
956,264,261,258
960,264,262,258
964,265,261,257
968,265,261,257
972,265,262,258
976,264,262,259
980,265,261,258
984,264,260,257
988,264,261,258
992,264,261,258
996,264,261,257
1000,265,260,257
1004,264,261,257
1008,264,262,258
1012,264,261,258
1016,264,259,256
1020,264,261,257
1024,264,262,258
1028,264,261,258
1032,264,260,257
1036,264,261,257
1040,264,262,258
1044,265,262,259
1048,265,261,258
1052,265,261,257
1056,265,262,258
1060,264,262,258
1064,264,260,257
1068,264,260,256
1072,264,261,257
1076,264,261,258
1080,264,260,257
1084,264,260,256
1088,264,261,257
1092,265,262,258
1096,265,262,258
1100,265,261,258
1104,265,262,258
1108,265,262,259
1112,264,261,258
1116,264,260,256
1120,263,260,256
1124,263,261,257
1128,264,261,257
1132,264,260,256
1136,265,261,257
1140,265,262,259
1144,266,263,259
1148,266,262,258
1152,265,261,258
1156,265,262,259
1160,264,262,259
1164,264,260,257
1168,263,259,256
1172,263,261,257
1176,264,260,257
1180,264,260,256
1184,264,260,256
1188,265,261,258
1192,265,263,259
1196,265,262,258
1200,265,261,257
1204,265,261,258
1208,264,262,259
1212,264,261,258
1216,264,260,256
1220,264,261,257
1224,264,262,258
1228,264,262,258
1232,265,261,257
1236,265,261,257
1240,265,262,258
1244,265,262,259
1248,264,261,257
1252,264,261,257
1256,265,262,258
1260,264,261,258
1264,264,260,257
1268,264,260,256
1272,264,261,258
1276,264,262,258
1280,265,261,257
1284,265,260,257
1288,265,262,258
1292,265,262,259
1296,264,260,257
1300,264,260,256
1304,264,261,257
1308,264,262,258
1312,264,261,257
1316,264,260,256
1320,265,261,257
1324,265,262,259
1328,265,262,259
1332,265,261,257
1336,265,261,257
1340,265,263,259
1344,265,262,259
1348,264,260,257
1352,264,260,257
1356,264,261,258
1360,264,261,258
1364,264,260,256
1368,264,260,256
1372,264,261,258
1376,264,262,259
1380,265,261,258
1384,265,261,257
1388,265,262,258
1392,265,263,259
1396,265,261,258
1400,264,260,257
1404,264,261,258
1408,264,261,258
1412,264,261,257
1416,264,260,256
1420,264,260,257
1424,264,262,258
1428,265,262,258
1432,265,261,257
1436,265,262,258
1440,265,263,259
1444,265,262,259
1448,264,260,257
1452,264,261,257
1456,264,262,258
1460,264,261,258
1464,264,260,257
1468,263,260,256
1472,264,261,257
1476,264,262,258
1480,265,261,257
1484,265,261,257
1488,265,263,259
1492,265,263,259
1496,265,262,258
1500,264,261,257
1504,264,261,258
1508,263,261,258
1512,263,260,257
1516,263,259,256
1520,263,260,256
1524,264,261,258
1528,265,261,258
1532,265,261,257
1536,266,262,258
1540,266,264,260
1544,266,263,260
1548,265,261,258
1552,264,261,257
1556,263,261,258
1560,263,261,258
1564,262,259,256
1568,264,260,256
1572,264,262,258
1576,265,262,259
1580,266,262,258
1584,266,262,258
1588,265,263,259
1592,265,263,260
1596,264,261,258
1600,264,260,256
