Time (ms),Sensor 0 (raw),Sensor 1 (raw),Sensor 2 (raw)
500,269,288,299
1000,264,277,285
1500,343,330,317
2000,263,282,292
2500,264,277,283
3000,264,276,281
3500,264,276,280
4000,265,277,280
4500,266,278,281
5000,266,278,281
5500,266,278,281
6000,264,276,280
6500,264,277,280
7000,264,277,280
7500,264,277,280
8000,265,277,280
8500,263,276,279
