"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.234484792E0,1.658551025E-1,7.374863892E0,5.900729370E0,9.446413734E0
3.244462792E0,2.142045593E-1,7.329508209E0,5.797444153E0,9.347616428E0
3.254440792E0,2.818638611E-1,7.281009064E0,5.732030182E0,9.270852724E0
3.264417792E0,1.850152588E-1,7.192992096E0,5.790408783E0,9.235919002E0
3.274395792E0,1.743873596E-1,7.098987579E0,6.019432526E0,9.309114004E0
3.284373792E0,3.592529297E-1,7.075486450E0,6.304589539E0,9.483639619E0
3.294351792E0,5.047503662E-1,7.049290924E0,6.593339081E0,9.665370955E0
3.304329792E0,5.523513794E-1,7.009773102E0,6.654711456E0,9.681280677E0
3.314307792E0,5.879772949E-1,6.948849792E0,6.648574219E0,9.635132063E0
3.324285792E0,6.694079590E-1,6.872059479E0,6.722071381E0,9.636366127E0
3.334263792E0,7.144642639E-1,6.884483643E0,6.799610138E0,9.702642539E0
3.344241792E0,7.122189331E-1,6.926097107E0,6.856641541E0,9.771980872E0
3.354219792E0,7.107220459E-1,6.948849792E0,6.856192474E0,9.787697099E0
3.364196792E0,6.795867920E-1,6.924749908E0,6.829847260E0,9.749913491E0
3.374174792E0,5.999523926E-1,6.924899597E0,6.984176331E0,9.853572769E0
3.384152792E0,4.769082642E-1,6.946604462E0,7.218588867E0,1.002949551E1
3.394130792E0,4.929249573E-1,7.040459290E0,7.216193848E0,1.009378500E1
3.404108792E0,5.746549988E-1,7.110513611E0,7.216942291E0,1.014760505E1
3.414086708E0,7.231462097E-1,7.099436646E0,7.307204590E0,1.021372508E1
3.424064708E0,7.912545776E-1,7.126979370E0,7.524702301E0,1.039428032E1
3.434042708E0,7.637118530E-1,7.192692719E0,7.642058258E0,1.052231623E1
3.444020708E0,7.854167175E-1,7.230414276E0,7.532336426E0,1.047052349E1
3.453998708E0,8.090675354E-1,7.194488983E0,7.498207397E0,1.042297348E1
3.463975708E0,8.027806091E-1,7.179071045E0,7.546706543E0,1.044683193E1
3.473953708E0,8.331674194E-1,7.218738556E0,7.609875183E0,1.052209839E1
3.483931708E0,9.081614685E-1,7.270530853E0,7.612569580E0,1.056582187E1
3.493909708E0,9.012757874E-1,7.308402100E0,7.563172302E0,1.055588057E1
3.503887708E0,8.553213501E-1,7.319628754E0,7.593110046E0,1.058129765E1
3.513865708E0,9.496252441E-1,7.313940582E0,7.550897827E0,1.055516807E1
3.523843708E0,1.066681824E0,7.323520660E0,7.403155060E0,1.046797353E1
3.533821708E0,1.036893768E0,7.352260895E0,7.211403809E0,1.035061514E1
3.543799708E0,9.672885132E-1,7.278614044E0,7.085365906E0,1.020373851E1
3.553776708E0,8.422984314E-1,7.200626221E0,6.903643799E0,1.001093314E1
3.563754708E0,6.848258972E-1,7.187303925E0,6.593339081E0,9.777445702E0
3.573732708E0,6.092330933E-1,7.106921082E0,6.271807709E0,9.498161093E0
3.583710708E0,6.547384644E-1,6.953041077E0,5.955814819E0,9.178518009E0
3.593688708E0,5.828878784E-1,6.822512512E0,5.800288239E0,8.973838583E0
3.603666708E0,5.183720398E-1,6.706952820E0,5.790259094E0,8.875754958E0
3.613644708E0,3.665876770E-1,6.878795471E0,5.810766449E0,9.012059719E0
3.623622708E0,-4.101470947E-1,7.094496918E0,5.840853882E0,9.198678232E0
3.633600708E0,-1.065184937E0,7.259004822E0,5.536686401E0,9.191445276E0
3.643578708E0,-1.472937012E0,7.360643463E0,5.151986389E0,9.104481280E0
3.653555708E0,-1.446891174E0,7.584877167E0,4.895419922E0,9.142701566E0
3.663533708E0,-1.548080750E0,7.413633270E0,5.211263123E0,9.193246195E0
3.673511708E0,-1.563798065E0,7.088958435E0,5.438490601E0,9.070610569E0
3.683489708E0,-1.799557800E0,7.016359406E0,5.888005829E0,9.334683724E0
3.693467708E0,-2.092199249E0,7.063810730E0,6.457571411E0,9.796680471E0
3.703445708E0,-2.312391357E0,7.115603027E0,7.104376373E0,1.031751539E1
3.713423708E0,-2.493814087E0,7.129823456E0,7.580386505E0,1.070120324E1
3.723401708E0,-2.772833862E0,7.121590576E0,7.793992310E0,1.091567570E1
3.733379708E0,-3.099304962E0,7.090754700E0,7.875123596E0,1.104092682E1
3.743356708E0,-3.352278900E0,7.025640106E0,7.652087402E0,1.091566921E1
3.753334708E0,-3.480711823E0,6.917564850E0,7.318730621E0,1.065513379E1
3.763312708E0,-3.585942993E0,6.867868195E0,7.039561157E0,1.046814320E1
3.773290708E0,-3.538940735E0,6.923103333E0,6.672823792E0,1.024597670E1
3.783268708E0,-3.404220886E0,7.081174622E0,6.307283936E0,1.007539501E1
3.793246708E0,-3.298540649E0,7.243137817E0,5.995781708E0,9.964577971E0
3.803224708E0,-3.219355316E0,7.337890778E0,5.705385590E0,9.836682085E0
3.813202708E0,-3.123105469E0,7.394473114E0,5.470823364E0,9.714006830E0
3.823180708E0,-3.060834961E0,7.499105530E0,5.241500244E0,9.647726116E0
3.833157708E0,-3.140768738E0,7.538773041E0,5.006788330E0,9.579428825E0
3.843135708E0,-3.070115662E0,7.580386505E0,4.879702606E0,9.523621542E0
3.853113708E0,-3.022664337E0,7.722740479E0,4.858446808E0,9.611541270E0
3.863091708E0,-3.147953796E0,7.760911102E0,4.896916809E0,9.701605459E0
3.873069708E0,-3.142714691E0,7.789202271E0,4.932542725E0,9.740549542E0
3.883047708E0,-3.139870605E0,7.790998535E0,4.918471985E0,9.733951523E0
3.893025708E0,-3.135679321E0,7.821684723E0,4.638105011E0,9.618900915E0
3.903003708E0,-3.166215820E0,7.775430908E0,4.567601624E0,9.557470011E0
3.912981708E0,-3.182980957E0,7.642207947E0,4.810995483E0,9.574987604E0
3.922958708E0,-3.136128387E0,7.582931213E0,4.805307312E0,9.509317821E0
3.932936708E0,-3.049009552E0,7.551496582E0,4.785099335E0,9.445566977E0
3.942914708E0,-2.885399780E0,7.493417358E0,5.114713898E0,9.520353662E0
3.952892708E0,-2.625689850E0,7.510032806E0,5.605992279E0,9.732522251E0
3.962870708E0,-2.620750122E0,7.549700317E0,6.251300354E0,1.014618461E1
3.972848708E0,-2.594853973E0,7.771688690E0,6.451284485E0,1.042839795E1
3.982826708E0,-2.484383698E0,7.839497681E0,6.407575378E0,1.042530136E1
3.992804708E0,-2.228565674E0,7.660469971E0,6.411467285E0,1.023504850E1
4.002782708E0,-1.996697845E0,7.478747864E0,6.394253082E0,1.004016655E1
4.012759708E0,-1.750459900E0,7.417974243E0,6.327641602E0,9.906033514E0
4.022737708E0,-1.437161407E0,7.522456970E0,6.266568604E0,9.895588605E0
4.032715708E0,-1.071621552E0,7.656128998E0,6.201304321E0,9.910643736E0
4.042693708E0,-6.307882690E-1,7.760162659E0,6.193819885E0,9.948940803E0
4.052671708E0,-2.957849121E-1,7.727380829E0,6.148763580E0,9.879635457E0
4.062649708E0,-2.080673218E-2,7.840545502E0,6.282435608E0,1.004706842E1
4.072627708E0,4.275109863E-1,7.962392120E0,6.343957672E0,1.018961495E1
4.082605708E0,8.563691711E-1,8.027656403E0,6.408323822E0,1.030743662E1
4.092583708E0,1.178798676E0,8.145162048E0,6.348298645E0,1.039394664E1
4.102560708E0,1.402882690E0,8.128396912E0,6.296955414E0,1.037740640E1
4.112538708E0,1.576222229E0,8.044271851E0,6.430178375E0,1.041834824E1
4.122516708E0,1.603764954E0,8.054001617E0,6.392157440E0,1.040666521E1
4.132494708E0,1.405277710E0,8.095016327E0,6.222260742E0,1.030633900E1
4.142472708E0,1.137035522E0,8.103099518E0,6.045927429E0,1.017380509E1
4.152450708E0,8.659492493E-1,7.978109436E0,5.806874542E0,9.905548457E0
4.162428708E0,5.137316895E-1,7.942034454E0,5.479654999E0,9.662631651E0
4.172406708E0,1.022373962E-1,7.961044922E0,5.102589111E0,9.456484779E0
4.182384708E0,-2.022294617E-1,7.963589630E0,4.920417938E0,9.363234977E0
4.192361708E0,-3.038681030E-1,7.891888733E0,5.009632416E0,9.352575075E0
4.202339708E0,-3.043171692E-1,7.780819702E0,5.063670044E0,9.288407748E0
4.212317708E0,-4.709207153E-1,7.698490906E0,5.079986115E0,9.235517715E0
4.222295708E0,-5.993536377E-1,7.671846313E0,5.100942535E0,9.232338024E0
4.232273708E0,-6.131250000E-1,7.731871490E0,5.036127319E0,9.247720659E0
4.242251708E0,-5.017565918E-1,7.760162659E0,4.905000000E0,9.194069239E0
4.252229708E0,-5.165757751E-1,7.772137756E0,4.901706848E0,9.203244312E0
4.262207708E0,-6.221063232E-1,7.777676239E0,5.141957245E0,9.344462974E0
4.272185708E0,-7.357200623E-1,7.882907410E0,5.331463165E0,9.544946973E0
4.282162708E0,-8.369096375E-1,7.912695465E0,5.406756592E0,9.619988779E0
4.292140708E0,-9.330097961E-1,7.619006195E0,5.650749207E0,9.531564891E0
4.302118708E0,-7.990383911E-1,7.957003326E0,5.554649048E0,9.736862448E0
4.312096708E0,-6.403683472E-1,8.221952362E0,5.229824524E0,9.765328300E0
4.322074708E0,-5.652246094E-1,8.473279724E0,4.882397003E0,9.795598432E0
4.332052708E0,-4.369413757E-1,8.586145020E0,4.683161316E0,9.790035954E0
4.342030708E0,-4.315525818E-1,8.587791595E0,4.568948822E0,9.737129734E0
4.352008708E0,-5.017565918E-1,8.446485443E0,4.267026672E0,9.476412435E0
4.361986708E0,-3.062631226E-1,8.576265564E0,3.965852966E0,9.453788546E0
4.371963708E0,-1.646575928E-3,8.842711487E0,4.292024689E0,9.829294231E0
4.381941708E0,6.646179199E-2,8.924291840E0,4.509971466E0,9.999362211E0
4.391919708E0,3.203338623E-2,9.025481415E0,4.165986786E0,9.940613000E0
4.401897708E0,-1.116677856E-1,8.956474915E0,4.164190521E0,9.877823408E0
4.411875708E0,-4.092489624E-1,8.778195648E0,4.216731262E0,9.747052174E0
4.421853417E0,-7.216493225E-1,8.584648132E0,4.249064026E0,9.605805869E0
4.431831417E0,-1.105451202E0,8.405321045E0,4.435426483E0,9.567886513E0
4.441809417E0,-1.453926544E0,8.269553375E0,4.800068207E0,9.671611562E0
4.451787417E0,-2.095193024E0,7.959398346E0,5.697452087E0,1.001013567E1
4.461764417E0,-2.919229431E0,7.519163818E0,6.567442932E0,1.040149180E1
4.471742417E0,-3.299887848E0,7.139253845E0,7.053482208E0,1.056455472E1
4.481720417E0,-3.465892639E0,6.898554382E0,7.087910614E0,1.048050291E1
4.491698417E0,-3.501967621E0,7.002438354E0,6.889123993E0,1.042870795E1
4.501676417E0,-3.353177032E0,7.346123657E0,6.628815308E0,1.044751269E1
4.511654417E0,-3.230731659E0,7.787555695E0,6.337970123E0,1.054767823E1
4.521632417E0,-3.132535858E0,8.124654694E0,5.962700500E0,1.055351089E1
4.531610417E0,-3.008294220E0,8.417745209E0,5.696404266E0,1.059987217E1
4.541587417E0,-2.820584564E0,8.627309418E0,5.612728271E0,1.067187349E1
4.551565417E0,-2.644850006E0,8.848848724E0,5.829028473E0,1.092130616E1
4.561543417E0,-2.427202606E0,8.983418884E0,6.074068909E0,1.111249029E1
4.571521417E0,-2.232906647E0,9.073082428E0,6.278394012E0,1.125721672E1
4.581499417E0,-2.094743958E0,9.072034607E0,6.326743469E0,1.125688443E1
4.591477417E0,-1.997446289E0,9.100176086E0,6.268364868E0,1.122922057E1
4.601455417E0,-1.875599670E0,9.147178345E0,6.261329498E0,1.124246383E1
4.611433417E0,-1.793719940E0,9.114695892E0,6.309678955E0,1.122974447E1
4.621410417E0,-1.715582428E0,9.019344177E0,6.457571411E0,1.122461674E1
4.631388417E0,-1.692979431E0,8.813073120E0,6.581363983E0,1.112882694E1
4.641366417E0,-1.695524139E0,8.659043427E0,6.731202393E0,1.109787911E1
4.651344417E0,-1.628164215E0,8.476572876E0,6.777306519E0,1.097429224E1
4.661322417E0,-1.383722534E0,8.402177582E0,6.483766937E0,1.070282719E1
4.671300417E0,-1.122964783E0,8.450676727E0,6.504873047E0,1.072326258E1
4.681278417E0,-1.000369720E0,8.491092682E0,6.073919220E0,1.048770181E1
4.691256417E0,-1.037791901E0,8.449479218E0,5.714067535E0,1.025286686E1
4.701234417E0,-9.936337280E-1,8.350085907E0,6.022575989E0,1.034324244E1
4.711211417E0,-1.064735870E0,8.265062714E0,6.051316223E0,1.029870633E1
4.721189417E0,-1.120569763E0,8.119714966E0,5.909860382E0,1.010504317E1
4.731167417E0,-9.879455566E-1,7.954608307E0,5.761069794E0,9.871259034E0
4.741145417E0,-8.710386658E-1,7.944429474E0,5.522465973E0,9.714437629E0
4.751123417E0,-6.460565186E-1,7.838449860E0,5.490731964E0,9.592018699E0
4.761101417E0,-3.993695068E-1,7.746241608E0,5.425018616E0,9.465441460E0
4.771079417E0,-1.974394226E-1,7.748936005E0,5.240452423E0,9.356673187E0
4.781057417E0,1.197509766E-2,7.755372620E0,5.057383118E0,9.258675492E0
4.791034417E0,9.669891357E-2,7.816146240E0,4.962630157E0,9.259005930E0
4.801012417E0,2.365081787E-1,7.853867798E0,5.010081482E0,9.318803140E0
4.810990417E0,4.936734009E-1,7.984546051E0,4.903353424E0,9.382940044E0
4.820968417E0,7.262896729E-1,8.133785706E0,4.701722717E0,9.422959360E0
4.830946417E0,1.023721161E0,8.239765320E0,4.539759521E0,9.463147154E0
4.840924417E0,1.453926544E0,8.314909058E0,4.306694183E0,9.476245555E0
4.850902417E0,1.876048737E0,8.424181824E0,4.000431061E0,9.512615147E0
4.860880417E0,2.250120850E0,8.367599487E0,3.763174438E0,9.446758538E0
4.870858417E0,2.451302490E0,8.280031586E0,3.653602295E0,9.376386121E0
4.880835417E0,2.474354553E0,8.275690613E0,3.584745483E0,9.351999025E0
4.890813417E0,2.523153076E0,8.348888397E0,3.551963654E0,9.417360815E0
4.900791417E0,2.570903778E0,8.422235870E0,3.574716339E0,9.503799251E0
4.910769417E0,2.659818878E0,8.464298401E0,3.660338287E0,9.597763295E0
4.920747417E0,2.833457794E0,8.527916107E0,3.834276581E0,9.770133730E0
4.930725417E0,3.085234222E0,8.631500702E0,4.131259003E0,1.005429140E1
4.940703417E0,3.351081390E0,8.778195648E0,4.338727570E0,1.034944550E1
4.950681417E0,3.503464508E0,8.868757324E0,4.493356018E0,1.054131720E1
4.960658417E0,3.577710114E0,8.818312225E0,4.481380920E0,1.051881244E1
4.970636417E0,3.585942993E0,8.707243195E0,4.315376129E0,1.035845270E1
4.980614417E0,3.489842834E0,8.631650391E0,4.135001221E0,1.018737584E1
4.990592417E0,3.330723724E0,8.634644165E0,3.944746857E0,1.006040895E1
5.000570417E0,3.162473602E0,8.677305450E0,3.687731323E0,9.944658439E0
5.010548417E0,2.982547760E0,8.752898254E0,3.462150421E0,9.873971062E0
5.020526417E0,2.817740479E0,8.753497009E0,3.121159515E0,9.711076563E0
5.030504417E0,2.733166351E0,8.840615845E0,2.629581757E0,9.619843400E0
5.040481417E0,2.811004486E0,9.131461029E0,1.976040802E0,9.756539550E0
5.050459417E0,3.213517456E0,9.648485870E0,1.323098602E0,1.025527006E1
5.060437417E0,3.847000122E0,1.024933640E1,8.161029053E-1,1.097790191E1
5.070415417E0,4.478985901E0,1.076501404E1,7.952961731E-1,1.168671630E1
5.080393417E0,4.723427582E0,1.085437820E1,1.591490479E0,1.194408373E1
5.090371417E0,4.138593750E0,1.033795212E1,2.536325684E0,1.142077757E1
5.100349417E0,3.135679321E0,9.633217621E0,3.071313171E0,1.058604417E1
5.110327417E0,2.275268555E0,9.241781616E0,3.094514923E0,1.000816652E1
5.120305417E0,1.817071381E0,9.095386047E0,3.033292236E0,9.758517180E0
5.130282417E0,1.688189392E0,8.971294098E0,3.138822784E0,9.653305635E0
5.140260417E0,1.708097992E0,8.818761292E0,3.399730225E0,9.604494524E0
5.150238417E0,1.680704956E0,8.741521912E0,3.695814514E0,9.638361863E0
5.160216417E0,1.636846161E0,8.741222534E0,3.809278564E0,9.674649344E0
5.170194417E0,1.410367126E0,8.671317902E0,3.816164246E0,9.578308782E0
5.180172417E0,1.168470154E0,8.557255096E0,3.783981171E0,9.429233839E0
5.190150417E0,7.961943054E-1,8.416697388E0,3.655099182E0,9.210562975E0
5.200128417E0,3.514691162E-1,8.375083923E0,3.478167114E0,9.075417772E0
5.210105417E0,7.873626709E-2,8.457263031E0,3.318149872E0,9.085241656E0
5.220083417E0,-9.205856323E-2,8.666976929E0,3.439397736E0,9.324935423E0
5.230061417E0,-2.763253784E-1,8.767867126E0,3.630550232E0,9.493826660E0
5.240039417E0,-3.676354980E-1,8.798403625E0,3.720812531E0,9.559890591E0
5.250017417E0,-4.487667847E-1,8.757837982E0,3.826792145E0,9.567938956E0
5.259995417E0,-5.996530151E-1,8.794960785E0,3.976331177E0,9.670683977E0
5.269973417E0,-8.006849670E-1,8.854087830E0,4.187691650E0,9.827142467E0
5.279951417E0,-9.119036865E-1,8.780590668E0,4.417014771E0,9.871188393E0
5.289928417E0,-1.135388947E0,8.798104248E0,4.522695007E0,9.957435239E0
5.299906417E0,-1.319057007E0,8.934770050E0,4.501738586E0,1.009136649E1
5.309884417E0,-1.277293854E0,8.963061218E0,4.415817261E0,1.007310221E1
5.319862417E0,-1.265767822E0,8.903934174E0,4.365072784E0,9.996803107E0
5.329840417E0,-1.242416382E0,8.832682343E0,4.378694458E0,9.936440056E0
5.339818417E0,-1.163829803E0,8.758287048E0,4.341871033E0,9.844487589E0
5.349796417E0,-1.139879608E0,8.870104523E0,4.320315857E0,9.931928759E0
5.359774417E0,-1.165925446E0,8.991352386E0,4.349954224E0,1.005613751E1
5.369751417E0,-1.214424591E0,8.991352386E0,4.314477997E0,1.004658973E1
5.379729417E0,-1.187779999E0,8.916058960E0,4.148922272E0,9.905578465E0
5.389707417E0,-1.196761322E0,8.908424835E0,3.948638763E0,9.817536289E0
5.399685417E0,-1.132993927E0,8.942553864E0,3.847748566E0,9.800924133E0
5.409663417E0,-1.064436493E0,8.980724487E0,3.868854675E0,9.836385203E0
5.419641542E0,-1.065035248E0,9.064699860E0,3.914060669E0,9.930909049E0
5.429619542E0,-1.152303772E0,9.154064026E0,3.878135376E0,1.000822792E1
5.439597542E0,-1.287772064E0,9.170080719E0,3.776646423E0,1.000058976E1
5.449574542E0,-1.421294403E0,9.163344727E0,3.727698212E0,9.994133195E0
5.459552542E0,-1.574725342E0,9.135502625E0,3.718866577E0,9.988350050E0
5.469530542E0,-1.695823517E0,9.171876984E0,3.672612762E0,1.002433186E1
5.479508542E0,-1.752854919E0,9.270671539E0,3.739373932E0,1.014892943E1
5.489486542E0,-1.743873596E0,9.428293762E0,3.847598877E0,1.033140046E1
5.499464542E0,-1.733994141E0,9.578581238E0,4.061653748E0,1.054765307E1
5.509442542E0,-1.747466125E0,9.707463226E0,4.087100830E0,1.067674451E1
5.519419542E0,-1.812730408E0,9.849068756E0,3.957470398E0,1.076808798E1
5.529397542E0,-1.832788696E0,9.911339264E0,3.905678101E0,1.080962913E1
5.539375542E0,-1.800455933E0,9.845027161E0,3.829636230E0,1.071598409E1
5.549353542E0,-1.703906708E0,9.725425873E0,3.732637939E0,1.055555742E1
5.559331542E0,-1.580563202E0,9.650132446E0,3.564238129E0,1.040802718E1
5.569309542E0,-1.514700165E0,9.631571045E0,3.514990540E0,1.036419972E1
5.579287542E0,-1.542093201E0,9.602830811E0,3.417094116E0,1.030868290E1
5.589265542E0,-1.575473785E0,9.568701782E0,3.289259949E0,1.024018567E1
5.599242542E0,-1.613045654E0,9.532327423E0,3.282074890E0,1.020975994E1
5.609220542E0,-1.643133087E0,9.574090576E0,3.379671936E0,1.028519709E1
5.619198542E0,-1.693727875E0,9.640402679E0,3.496878204E0,1.039395185E1
5.629176542E0,-1.695524139E0,9.621541901E0,3.553310852E0,1.039590730E1
5.639154542E0,-1.656904449E0,9.573491821E0,3.646866302E0,1.037770263E1
5.649132542E0,-1.633553009E0,9.487420807E0,3.632795563E0,1.028964784E1
5.659110542E0,-1.589095459E0,9.399553528E0,3.555855560E0,1.017452405E1
5.669088542E0,-1.450034637E0,9.409582672E0,3.482358398E0,1.013753750E1
5.679065542E0,-1.432221680E0,9.489366760E0,3.516637115E0,1.022086479E1
5.689043542E0,-1.492246857E0,9.487420807E0,3.511398010E0,1.022584325E1
5.699021542E0,-1.607207794E0,9.399104462E0,3.392694855E0,1.012109974E1
5.708999542E0,-1.656455383E0,9.185947723E0,3.313060455E0,9.904637782E0
5.718977542E0,-1.721270599E0,8.963360596E0,3.381318512E0,9.733340666E0
5.728955542E0,-1.734293518E0,8.768765259E0,3.228037262E0,9.503643656E0
5.738933542E0,-1.677711182E0,8.706494751E0,3.095862122E0,9.391598795E0
5.748911542E0,-1.532363434E0,8.640631714E0,3.112776947E0,9.311177929E0
5.758888542E0,-1.362915802E0,8.554411011E0,3.156785431E0,9.219586839E0
5.768866542E0,-1.171763306E0,8.476572876E0,3.080294495E0,9.094697969E0
5.778844542E0,-9.398954773E-1,8.322393494E0,2.958896942E0,8.882607055E0
5.788822542E0,-6.541397095E-1,8.205935669E0,2.690505066E0,8.660490545E0
5.798800542E0,-3.378474426E-1,8.199349365E0,2.608475647E0,8.610901004E0
5.808778542E0,1.901046753E-2,8.242310028E0,2.570903778E0,8.633978355E0
5.818756542E0,3.637435913E-1,8.377029877E0,2.384840698E0,8.717476935E0
5.828734542E0,6.872209167E-1,8.503816223E0,2.274819489E0,8.829607389E0
5.838711542E0,9.877958679E-1,8.511300659E0,2.278861084E0,8.866295023E0
5.848689542E0,1.204994202E0,8.474028168E0,2.495610352E0,8.915673583E0
5.858667542E0,1.264720001E0,8.596922607E0,2.685715027E0,9.095034920E0
5.868645542E0,1.327738953E0,8.935069427E0,2.776875458E0,9.450364739E0
5.878623542E0,1.267264709E0,9.120683441E0,3.158432007E0,9.734912379E0
5.888601542E0,1.137334900E0,9.072932739E0,3.681893463E0,9.857381936E0
5.898579542E0,1.133892059E0,9.113049316E0,4.036356354E0,1.003122882E1
5.908556542E0,1.216071167E0,9.211544495E0,4.345014496E0,1.025721853E1
5.918534542E0,1.387464752E0,9.322014771E0,4.634063416E0,1.050235981E1
5.928512542E0,1.656455383E0,9.429191895E0,4.692891083E0,1.066192904E1
5.938490542E0,1.858684845E0,9.539662170E0,4.601431274E0,1.075328013E1
5.948468542E0,1.904190216E0,9.538913727E0,4.491260376E0,1.071392716E1
5.958446542E0,1.906734924E0,9.439370728E0,4.360881500E0,1.057140697E1
5.968424542E0,2.027533722E0,9.373807068E0,4.189637604E0,1.046576396E1
5.978402542E0,2.261197815E0,9.413175201E0,4.026027832E0,1.048474048E1
5.988379542E0,2.420765991E0,9.452393646E0,3.831731873E0,1.048284421E1
5.998357542E0,2.526146851E0,9.450447693E0,3.689377899E0,1.045485001E1
6.008335542E0,2.587668915E0,9.497749329E0,3.689228210E0,1.051254857E1
6.018313542E0,2.625540161E0,9.505533142E0,3.808530121E0,1.057135389E1
6.028291542E0,2.508782959E0,9.451046448E0,3.855831757E0,1.051112313E1
6.038269542E0,2.210752716E0,9.309590607E0,3.948788452E0,1.035127215E1
6.048247542E0,1.968256989E0,9.111402740E0,4.051474915E0,1.016396303E1
6.058224542E0,1.736987915E0,9.010811920E0,4.118834839E0,1.005866089E1
6.068202542E0,1.459165649E0,8.903934174E0,4.182003479E0,9.944765521E0
6.078180542E0,1.152752838E0,8.762178955E0,4.385580139E0,9.865998799E0
6.088158542E0,8.152047729E-1,8.757688293E0,4.521198120E0,9.889534646E0
6.098136542E0,5.857319641E-1,8.751251678E0,4.493505707E0,9.854901390E0
6.108114542E0,4.917274475E-1,8.693471832E0,4.425397339E0,9.767414703E0
6.118092542E0,4.793032837E-1,8.801397400E0,4.580025787E0,9.933325931E0
6.128069542E0,1.330732727E-1,8.584947510E0,4.457879791E0,9.674281600E0
6.138047542E0,1.992356873E-1,8.322243805E0,4.342918854E0,9.389375963E0
6.148025542E0,2.308200073E-1,8.351582794E0,4.436474304E0,9.459625642E0
6.158003542E0,2.427951050E-1,8.390202484E0,4.559368744E0,9.552083047E0
6.167981542E0,3.209326172E-1,8.423732758E0,4.718338165E0,9.660485824E0
6.177959542E0,3.897894287E-1,8.444090424E0,4.916376343E0,9.778821771E0
6.187937542E0,3.653901672E-1,8.397387543E0,5.296735382E0,9.935040676E0
6.197915542E0,2.538720703E-1,8.466843109E0,5.460045776E0,1.007789577E1
6.207892542E0,1.496887207E-3,8.515491943E0,5.501210175E0,1.013789518E1
6.217870542E0,-2.451901245E-1,8.567433929E0,5.784570923E0,1.034032413E1
6.227848542E0,-2.528242493E-1,8.561296692E0,5.997428284E0,1.045604453E1
6.237826542E0,-1.974394226E-1,8.558153229E0,5.951922913E0,1.042623400E1
6.247804542E0,-2.426454163E-1,8.573271790E0,5.913452911E0,1.041771526E1
6.257782542E0,-3.403921509E-1,8.601113892E0,5.888005829E0,1.042898076E1
6.267760542E0,-3.225791931E-1,8.708440704E0,5.840255127E0,1.049045170E1
6.277738542E0,-2.567161560E-1,8.909023590E0,5.874384155E0,1.067450204E1
6.287715542E0,-3.448828125E-1,9.094188538E0,5.864804077E0,1.082677866E1
6.297693542E0,-3.718267822E-1,9.145681458E0,5.738766174E0,1.080348007E1
6.307671542E0,-3.555107117E-1,9.177864532E0,5.594915314E0,1.075465772E1
6.317649542E0,-3.960763550E-1,9.173373871E0,5.413342896E0,1.065889047E1
6.327627542E0,-4.751119995E-1,9.144334259E0,5.250631256E0,1.055526925E1
6.337605542E0,-4.680766296E-1,9.131011963E0,5.117557983E0,1.047778006E1
6.347583542E0,-4.779560852E-1,9.118587799E0,4.931195526E0,1.037756112E1
6.357560542E0,-4.619393921E-1,9.106912079E0,4.793781281E0,1.030192092E1
6.367538542E0,-4.079017639E-1,9.103319550E0,4.697531433E0,1.025200528E1
6.377516542E0,-3.703298950E-1,8.983867950E0,4.640200653E0,1.011822562E1
6.387494542E0,-3.336561584E-1,8.849746857E0,4.622836761E0,9.989993272E0
6.397472542E0,-3.430865479E-1,8.761280823E0,4.501588898E0,9.856066794E0
6.407450542E0,-3.215313721E-1,8.651558990E0,4.386328583E0,9.705294113E0
6.417429292E0,-3.085084534E-1,8.562793579E0,4.215084686E0,9.549007815E0
6.427406292E0,-2.703378296E-1,8.528215485E0,3.994443512E0,9.421205913E0
6.437384292E0,-1.113684082E-1,8.516390076E0,4.000131683E0,9.409694805E0
6.447362292E0,-2.245330811E-2,8.477021942E0,4.043990479E0,9.392244894E0
6.457340292E0,-8.187973022E-2,8.472830658E0,3.993246002E0,9.367047415E0
6.467318292E0,-1.995350647E-1,8.407716064E0,3.982318726E0,9.305286997E0
6.477296292E0,-3.052153015E-1,8.316106567E0,3.819008331E0,9.156178758E0
6.487274292E0,-3.466790771E-1,8.332722015E0,3.724554749E0,9.133824535E0
6.497251292E0,-4.926255798E-1,8.536448364E0,3.771107941E0,9.345313571E0
6.507229292E0,-5.423222351E-1,8.476572876E0,3.764970703E0,9.290931359E0
6.517207292E0,-5.504054260E-1,8.465196533E0,3.821253662E0,9.304003333E0
6.527185292E0,-4.200265503E-1,8.422235870E0,4.039350128E0,9.350231485E0
6.537163292E0,-2.008822632E-1,8.392896881E0,4.032464447E0,9.313530011E0
6.547141292E0,-1.740879822E-1,8.488398285E0,3.969595184E0,9.372347518E0
6.557119292E0,-3.017724609E-1,8.403225403E0,4.117637329E0,9.362702653E0
6.567096292E0,-4.102967834E-1,8.379125519E0,4.124073944E0,9.348051872E0
6.577074292E0,-5.068460083E-1,8.528664551E0,3.946094055E0,9.410986675E0
6.587052292E0,-4.569996643E-1,8.624165955E0,3.897295532E0,9.474914225E0
6.597030292E0,-4.493655396E-1,8.567733307E0,3.973936157E0,9.455165360E0
6.607008292E0,-5.303471375E-1,8.642128601E0,3.943998413E0,9.514345922E0
