"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.949585917E0,2.188149719E0,2.592009888E0,8.093220062E0,8.775347596E0
9.959563917E0,1.845961304E0,2.988235931E0,7.403155060E0,8.194133997E0
9.969541917E0,2.051932983E0,3.517684937E0,7.434739380E0,8.477021053E0
9.979518917E0,3.129093018E0,3.572021942E0,7.936346283E0,9.248575901E0
9.989496917E0,3.905827789E0,3.200195160E0,8.090675354E0,9.537073318E0
9.999474917E0,2.834804993E0,2.914289703E0,9.106762390E0,9.973080018E0
1.000945292E1,2.735261993E0,3.421435089E0,1.016835480E1,1.107173498E1
1.001943092E1,3.292553101E0,3.600013733E0,9.257498932E0,1.046433425E1
1.002940892E1,2.781066742E0,3.122656403E0,8.896749115E0,9.830435395E0
1.003938592E1,3.155887299E0,3.277284851E0,9.324260101E0,1.037506853E1
1.004936392E1,3.662733307E0,3.983965302E0,9.424401855E0,1.086770193E1
1.005934192E1,4.078119507E0,4.247567139E0,8.650660858E0,1.046455057E1
1.006931992E1,4.282294922E0,4.030817871E0,7.445816345E0,9.488188634E0
1.007929792E1,4.421804810E0,4.428840179E0,7.389234009E0,9.683375566E0
1.008927592E1,5.172344055E0,6.254294128E0,8.238567810E0,1.156474546E1
1.009925292E1,5.276228027E0,6.835535431E0,9.581874390E0,1.289866054E1
1.010923092E1,4.857249298E0,5.400020599E0,1.134625534E1,1.347184484E1
1.011920892E1,4.543950806E0,3.526366882E0,1.176747940E1,1.309795113E1
1.012918692E1,4.756059723E0,3.042572937E0,1.044273422E1,1.187131215E1
1.013916492E1,5.249433746E0,3.209026794E0,9.135802002E0,1.101441264E1
1.014914292E1,5.520370331E0,3.401676178E0,8.205037537E0,1.045794102E1
1.015911992E1,5.545218658E0,3.492836609E0,7.199728088E0,9.735781535E0
1.016909792E1,5.325625305E0,3.495081940E0,6.301446075E0,8.960251408E0
1.017907592E1,4.904850311E0,3.473676453E0,5.761818237E0,8.326015498E0
1.018905392E1,4.642895050E0,3.512296143E0,5.869294739E0,8.266880873E0
1.019903192E1,4.395309906E0,3.560046844E0,6.240822144E0,8.422620954E0
1.020900992E1,4.227508850E0,3.713627472E0,6.110742645E0,8.306866783E0
1.021898692E1,4.036506042E0,3.842509460E0,5.703289948E0,7.974068987E0
1.022896492E1,3.941304016E0,3.860023041E0,5.669609985E0,7.910634147E0
1.023894292E1,3.896247711E0,3.791764984E0,6.353986816E0,8.362498214E0
1.024892092E1,4.048181763E0,3.739523621E0,7.344626770E0,9.182339293E0
1.025889892E1,4.262386322E0,3.542682953E0,7.978259125E0,9.714481887E0
1.026887592E1,4.597239990E0,3.407663727E0,8.009993134E0,9.844124014E0
1.027885392E1,5.136718140E0,3.626508636E0,8.145012360E0,1.028973588E1
1.028883192E1,5.785918121E0,3.873345337E0,8.632997589E0,1.109091069E1
1.029880992E1,6.151457977E0,3.699856110E0,9.563312988E0,1.195768898E1
1.030878792E1,6.344257050E0,3.537144470E0,1.004007156E1,1.239209528E1
1.031876592E1,6.578220520E0,3.474574585E0,9.656718750E0,1.219007263E1
1.032874292E1,6.766229553E0,3.366199951E0,9.366472321E0,1.203511397E1
1.033872092E1,6.852001190E0,3.332969055E0,9.204359436E0,1.194900982E1
1.034869892E1,6.828350372E0,3.296894073E0,8.744216309E0,1.157398800E1
1.035867692E1,6.654262390E0,3.208577728E0,8.209677887E0,1.104413826E1
1.036865492E1,6.443350983E0,3.139571228E0,8.125552826E0,1.083504906E1
1.037863292E1,6.656058655E0,3.376977539E0,8.383466492E0,1.122450910E1
1.038860992E1,7.049290924E0,3.713627472E0,8.460705872E0,1.162183614E1
1.039858792E1,7.250173187E0,3.937711487E0,8.230783997E0,1.165402884E1
1.040856592E1,7.244634705E0,4.090992737E0,7.952512665E0,1.150927501E1
1.041854392E1,7.171586609E0,4.285139008E0,7.693551178E0,1.135714755E1
1.042852158E1,7.161407776E0,4.642595673E0,7.122788086E0,1.111636478E1
1.043849958E1,6.996750183E0,4.862937469E0,6.682254181E0,1.082844379E1
1.044847658E1,6.706354065E0,5.040019226E0,6.034700775E0,1.033414690E1
1.045845458E1,6.364315338E0,5.085973663E0,5.476511536E0,9.816507344E0
1.046843258E1,6.215973816E0,5.093009033E0,5.743107147E0,9.877264358E0
1.047841058E1,6.055956573E0,5.168751526E0,5.787564697E0,9.843094406E0
1.048838858E1,5.525908813E0,5.219346313E0,5.615422668E0,9.450408240E0
1.049836558E1,4.743036804E0,5.387147369E0,6.341113586E0,9.577446237E0
1.050834358E1,3.632645874E0,5.546715546E0,6.167324982E0,9.055278396E0
1.051832158E1,2.367476807E0,5.492827606E0,4.852908325E0,7.702390587E0
1.052829958E1,1.275347900E0,5.641767883E0,3.820804596E0,6.932142878E0
1.053827758E1,5.004093933E-1,6.051465912E0,3.359613647E0,6.939571536E0
1.054825558E1,-3.053649902E-1,6.540349274E0,3.400478668E0,7.377850064E0
1.055823258E1,-1.320553894E0,7.121740265E0,3.513493652E0,8.050322020E0
1.056821058E1,-2.576292572E0,7.651189270E0,3.487298126E0,8.794272505E0
1.057818858E1,-3.482358398E0,8.122559052E0,3.283721466E0,9.427916643E0
1.058816658E1,-3.562142487E0,8.096064148E0,3.403322754E0,9.477221088E0
1.059814458E1,-3.344345398E0,8.433312836E0,3.858077087E0,9.858507511E0
1.060812258E1,-2.954705658E0,8.180787964E0,4.786895599E0,9.928239860E0
1.061809958E1,-2.026785278E0,7.201224976E0,5.983956299E0,9.579834691E0
1.062807758E1,-1.003363495E0,7.029532013E0,6.432872772E0,9.581383550E0
1.063805558E1,-2.269281006E-1,7.024891663E0,6.643933868E0,9.671734926E0
1.064803358E1,6.845265198E-1,6.785838776E0,7.196434937E0,9.914880748E0
1.065801158E1,1.682650909E0,6.697971497E0,7.847431183E0,1.045353110E1
1.066798958E1,2.068099365E0,6.461014252E0,8.639284515E0,1.098448802E1
1.067796658E1,2.483485565E0,6.054908752E0,9.595046997E0,1.161441120E1
1.068794458E1,2.974464569E0,6.115682373E0,9.846074982E0,1.196637802E1
1.069792258E1,3.323538666E0,6.168971558E0,9.740095367E0,1.199881565E1
1.070790058E1,3.574117584E0,5.996829529E0,9.073082428E0,1.144801754E1
1.071787858E1,3.821403351E0,5.935457153E0,8.067922668E0,1.072026825E1
1.072785558E1,3.883524170E0,5.991291046E0,7.375911713E0,1.026554441E1
1.073783358E1,2.566862183E0,6.005361786E0,7.370522919E0,9.847728659E0
1.074781158E1,1.523681488E0,6.644981689E0,8.078251190E0,1.057050279E1
1.075778958E1,1.066232758E0,7.487878876E0,7.887248383E0,1.092766532E1
1.076776758E1,1.175655212E0,6.325845337E0,7.512278137E0,9.891046821E0
1.077774558E1,8.756790161E-2,7.037914581E0,8.431067505E0,1.098284158E1
1.078772258E1,1.457968140E-1,8.437204742E0,8.121211853E0,1.171160803E1
1.079770058E1,-4.483177185E-1,7.546556854E0,7.841892700E0,1.089251074E1
1.080767858E1,9.370513916E-2,6.301296387E0,6.420598297E0,8.996621549E0
1.081765658E1,7.080276489E-1,6.831194458E0,5.824837189E0,9.005290065E0
1.082763458E1,2.932402039E-1,7.100185089E0,5.266348572E0,8.844944624E0
1.083761258E1,2.477348328E-1,7.042105865E0,5.072202301E0,8.682157782E0
1.084758958E1,8.608598328E-1,7.310198364E0,5.149591370E0,8.983227207E0
1.085756758E1,1.020278320E0,7.403304749E0,4.918172607E0,8.946413295E0
1.086754558E1,5.319937134E-1,7.775879974E0,4.327201538E0,8.914706941E0
1.087752358E1,1.377136230E-1,8.493338013E0,3.853885803E0,9.327818149E0
1.088750158E1,8.547225952E-2,9.160051575E0,4.001329193E0,9.996223570E0
1.089747958E1,4.879852295E-1,9.595346375E0,4.417613525E0,1.057469200E1
1.090745658E1,1.210382996E0,9.665550385E0,4.952301636E0,1.092763390E1
1.091743458E1,1.850601654E0,9.443861389E0,5.311554565E0,1.099199055E1
1.092741258E1,2.152972870E0,9.205407257E0,5.334456940E0,1.085501017E1
1.093739058E1,1.948049011E0,8.861123199E0,5.389841766E0,1.055295189E1
1.094736858E1,2.261197815E0,9.589059448E0,5.470823364E0,1.126911642E1
1.095734558E1,2.661914520E0,9.887987823E0,5.472769318E0,1.161074055E1
1.096732358E1,2.237996063E0,9.369466095E0,6.496340790E0,1.161886246E1
1.097730158E1,1.866019592E0,8.585695953E0,7.156318359E0,1.133177376E1
1.098727958E1,2.774480438E0,9.598789215E0,7.552095337E0,1.252472116E1
1.099725758E1,4.548591156E0,1.163545395E1,8.662785645E0,1.520254338E1
1.100723558E1,5.281018066E0,1.104208786E1,9.092541962E0,1.524766131E1
1.101721258E1,5.741310883E0,1.072399933E1,9.251960449E0,1.528285263E1
1.102719058E1,5.623954926E0,1.046788193E1,9.081015930E0,1.495561003E1
1.103716858E1,4.819677429E0,9.945617981E0,8.199648743E0,1.376149872E1
1.104714658E1,3.660487976E0,8.894503784E0,6.912625122E0,1.184465094E1
1.105712458E1,2.299518127E0,7.463629303E0,5.469476166E0,9.534606207E0
1.106710258E1,6.105802917E-1,6.042185211E0,4.625531158E0,7.633894741E0
1.107707958E1,-1.008901978E0,4.689148865E0,4.674030304E0,6.697205354E0
1.108705758E1,-2.228415985E0,3.393293610E0,5.257666626E0,6.642540002E0
1.109703558E1,-3.387006683E0,2.080523529E0,5.451064453E0,6.746443218E0
1.110701358E1,-4.667893066E0,1.029409332E0,5.350323944E0,7.174599331E0
1.111699158E1,-5.870791626E0,1.706451416E-1,5.221292267E0,7.858575381E0
1.112696858E1,-6.972051544E0,-7.493417358E-1,5.035678253E0,8.633022138E0
1.113694658E1,-7.963439941E0,-1.437011719E0,4.997807007E0,9.511017467E0
1.114692458E1,-8.636440430E0,-1.940564575E0,5.685626678E0,1.052046790E1
1.115690258E1,-9.091045074E0,-2.452799377E0,6.663842468E0,1.153560236E1
1.116688058E1,-9.472002869E0,-2.907404022E0,7.167694702E0,1.222896904E1
1.117685858E1,-9.616452484E0,-3.213517456E0,6.921456757E0,1.227637636E1
1.118683558E1,-9.582323456E0,-3.219055939E0,6.553970947E0,1.204731419E1
1.119681358E1,-9.043893127E0,-2.873125305E0,6.374943237E0,1.143183070E1
1.120679158E1,-7.568112030E0,-2.041305084E0,5.885012054E0,9.801867834E0
1.121676958E1,-6.535858612E0,-8.955876160E-1,4.961582336E0,8.254503271E0
1.122674758E1,-5.902825012E0,3.171903992E-1,4.482877808E0,7.418904657E0
1.123672458E1,-4.818479919E0,1.139729919E0,4.171525269E0,6.474438670E0
1.124670258E1,-3.866759033E0,2.127974854E0,3.942351837E0,5.917959142E0
1.125668058E1,-2.998265076E0,3.333567810E0,3.814667358E0,5.886760982E0
1.126665858E1,-2.002086639E0,4.648732910E0,3.788621521E0,6.322398407E0
1.127663658E1,-9.704319763E-1,6.042933655E0,3.759581909E0,7.182843553E0
1.128661458E1,1.639091492E-1,7.423213348E0,3.459456024E0,8.191385634E0
1.129659158E1,1.199904785E0,9.046587524E0,3.490591278E0,9.770606163E0
1.130656958E1,2.392325134E0,1.061143341E1,4.027075653E0,1.159927053E1
1.131654758E1,3.368744659E0,1.202703964E1,5.042414246E0,1.346937506E1
1.132652558E1,4.210743713E0,1.316362610E1,5.959856415E0,1.505095689E1
1.133650358E1,4.494553528E0,1.394140869E1,6.344706116E0,1.596305683E1
1.134648158E1,4.757855988E0,1.476784012E1,7.111112366E0,1.706734351E1
1.135645858E1,5.081483002E0,1.532243683E1,7.511230316E0,1.780497461E1
1.136643658E1,5.091661835E0,1.574366089E1,7.662864990E0,1.823478484E1
1.137641458E1,5.475164337E0,1.597777405E1,7.739056549E0,1.857847368E1
1.138639258E1,5.619164886E0,1.644405441E1,8.027357025E0,1.914211066E1
1.139637058E1,5.766009521E0,1.678040497E1,8.686436462E0,1.975558238E1
1.140634758E1,6.331832886E0,1.671573944E1,9.396859131E0,2.019428172E1
1.141632558E1,6.541247406E0,1.657757675E1,9.843081207E0,2.035903279E1
1.142630371E1,6.241869965E0,1.598136658E1,9.667646027E0,1.969335924E1
1.143628171E1,5.481151886E0,1.476379852E1,8.694519653E0,1.798909238E1
1.144625971E1,4.596940613E0,1.346509918E1,7.880362701E0,1.626471258E1
1.145623771E1,3.574866028E0,1.199725159E1,7.240593109E0,1.446167007E1
1.146621471E1,2.546354828E0,1.034977753E1,6.236181793E0,1.234875626E1
1.147619271E1,1.285227356E0,8.907077637E0,5.455255737E0,1.052367125E1
1.148617071E1,8.502319336E-2,7.496710510E0,4.995711365E0,9.009163638E0
1.149614871E1,-8.699908447E-1,6.070626068E0,4.684059448E0,7.716851550E0
1.150612671E1,-1.831142120E0,4.772226105E0,4.245770874E0,6.644832110E0
1.151610371E1,-2.650388489E0,3.707789612E0,3.588487701E0,5.800819505E0
1.152608171E1,-3.198847961E0,2.761906586E0,2.853665771E0,5.099427870E0
1.153605971E1,-3.804039459E0,1.937720490E0,2.456990662E0,4.925675590E0
1.154603771E1,-4.675527191E0,1.276994476E0,2.631827087E0,5.515231929E0
1.155601571E1,-5.336103516E0,4.394860840E-1,3.083887024E0,6.178795022E0
1.156599371E1,-5.848787384E0,-4.409829712E-1,3.676504669E0,6.922388780E0
1.157597071E1,-6.621929626E0,-6.830296326E-1,4.843328247E0,8.232515409E0
1.158594871E1,-6.887776794E0,-9.400451660E-1,5.750890961E0,9.022078526E0
1.159592671E1,-6.867419128E0,-1.269510040E0,6.188880157E0,9.331416764E0
1.160590471E1,-6.694977722E0,-1.505868530E0,6.403384094E0,9.385824129E0
1.161588271E1,-6.382577362E0,-1.603315887E0,6.628665619E0,9.340616870E0
1.162585971E1,-6.047424316E0,-1.315614166E0,6.793023834E0,9.189524161E0
1.163583771E1,-5.585484924E0,-7.295828247E-1,6.949448547E0,8.945656379E0
1.164581571E1,-4.957989807E0,-2.709365845E-1,7.188351746E0,8.736559413E0
1.165579371E1,-4.521647186E0,1.442999268E-1,7.439529419E0,8.707049657E0
1.166577171E1,-4.415068817E0,3.736230469E-1,7.622898102E0,8.817085817E0
1.167574971E1,-4.872517548E0,3.758683777E-1,7.782615967E0,9.189766895E0
1.168572671E1,-5.571713562E0,2.019300842E-1,7.887996826E0,9.659464877E0
1.169570471E1,-6.275400238E0,-2.275268555E-2,7.924071808E0,1.010802057E1
1.170568271E1,-7.020251312E0,-3.113525391E-1,7.915689240E0,1.058484790E1
1.171566071E1,-7.615713043E0,-6.815327454E-1,7.772137756E0,1.090273807E1
1.172563871E1,-7.953261108E0,-1.115330658E0,7.625143433E0,1.107434590E1
1.173561571E1,-7.931256866E0,-1.639390869E0,7.907306671E0,1.131891941E1
1.174559371E1,-7.837402039E0,-2.054627380E0,8.372838593E0,1.165121412E1
1.175557171E1,-7.802973633E0,-2.373913422E0,8.890312500E0,1.206480496E1
1.176554971E1,-7.549700317E0,-2.731968842E0,9.317673798E0,1.229962087E1
1.177552771E1,-7.051835632E0,-2.884501648E0,9.787247314E0,1.240318288E1
1.178550571E1,-6.399043121E0,-2.384541321E0,1.101005447E1,1.295589015E1
1.179548271E1,-5.157674561E0,-1.930834808E0,1.207703568E1,1.327345172E1
1.180546071E1,-3.455713806E0,-2.124831390E0,1.308384201E1,1.369831333E1
1.181543871E1,-2.177671509E0,-1.007554779E0,1.512185394E1,1.531103806E1
1.182541671E1,-1.187630310E0,4.391867065E-1,1.525687317E1,1.530932819E1
1.183539471E1,-4.902305603E-1,1.434167633E0,1.318353470E1,1.327037113E1
1.184537171E1,3.429368591E-1,1.855092316E0,1.151690048E1,1.167038859E1
1.185534971E1,6.616241455E-1,2.164349213E0,1.055380325E1,1.079374435E1
1.186532771E1,-1.669029236E-1,2.543361053E0,9.800419922E0,1.012643929E1
1.187530571E1,-1.426383820E0,2.533631287E0,9.712852020E0,1.013870567E1
1.188528371E1,-2.004781036E0,2.068398743E0,9.974208527E0,1.038182335E1
1.189526171E1,-1.876348114E0,1.632654877E0,9.615554352E0,9.932025457E0
1.190523871E1,-1.458117828E0,1.397643585E0,9.588460693E0,9.798882266E0
1.191521671E1,-1.770817566E0,1.025068359E0,8.821605377E0,9.055787179E0
1.192519471E1,-1.896855469E0,1.592687988E0,7.678133240E0,8.067741056E0
1.193517271E1,-1.572180634E0,2.959645386E0,7.341782684E0,8.070503438E0
1.194515071E1,-8.111631775E-1,4.195774841E0,7.498057709E0,8.630375520E0
1.195512771E1,5.270539856E-1,4.933291168E0,7.496411133E0,8.989512085E0
1.196510571E1,1.682950287E0,5.354515228E0,7.337441711E0,9.238030411E0
1.197508371E1,2.051633606E0,5.701942749E0,7.372917938E0,9.543650795E0
1.198506171E1,1.958826599E0,5.981561279E0,7.302564240E0,9.640722040E0
1.199503971E1,1.629361725E0,6.299350433E0,7.423363037E0,9.871319785E0
1.200501771E1,1.270857239E0,6.532415771E0,7.965834961E0,1.037988731E1
1.201499471E1,1.500479736E0,6.327342224E0,8.423283691E0,1.064135364E1
1.202497271E1,1.794318695E0,6.142027588E0,8.717272339E0,1.081364506E1
1.203495071E1,1.887574768E0,6.305038605E0,9.041797485E0,1.118349463E1
1.204492871E1,2.181862793E0,6.680308228E0,9.227860565E0,1.159915746E1
1.205490671E1,3.085383911E0,6.835535431E0,9.079668732E0,1.177643931E1
1.206488371E1,4.315226440E0,6.681505737E0,8.772357788E0,1.184136645E1
1.207486171E1,4.830604706E0,7.326664124E0,7.693700867E0,1.167080897E1
1.208483971E1,4.755161591E0,9.350904694E0,6.484964447E0,1.233311575E1
1.209481771E1,4.675527191E0,1.096634537E1,7.297025757E0,1.397740570E1
1.210479571E1,5.409001923E0,1.117695740E1,9.541159058E0,1.565935486E1
1.211477371E1,5.719306641E0,9.993668060E0,1.029783554E1,1.544763045E1
1.212475071E1,5.406906281E0,9.028624878E0,1.021086639E1,1.466330438E1
1.213472871E1,4.565955048E0,8.322094116E0,9.812395020E0,1.365240975E1
1.214470671E1,3.689976654E0,7.197033691E0,8.475525055E0,1.171527834E1
1.215468471E1,3.012335815E0,6.651268616E0,6.872358856E0,1.002710614E1
1.216466271E1,1.906734924E0,6.557114410E0,5.533692627E0,8.789376630E0
1.217463971E1,8.030799866E-1,6.436614990E0,4.533771973E0,7.913914221E0
1.218461771E1,-1.100212097E-1,6.443949738E0,4.207450562E0,7.696702743E0
1.219459571E1,-1.029259644E0,6.408922577E0,4.235142975E0,7.750490309E0
1.220457371E1,-1.447190552E0,6.308930511E0,4.173770599E0,7.701774192E0
1.221455171E1,-1.338217163E0,6.541846161E0,4.632566528E0,8.126945860E0
1.222452971E1,-1.531016235E0,6.245462494E0,4.683161316E0,7.954986636E0
1.223450671E1,-2.220482483E0,5.740562439E0,4.272116089E0,7.492367813E0
1.224448471E1,-3.456911316E0,5.740712128E0,4.279600525E0,7.951162948E0
1.225446271E1,-4.539909210E0,5.561534729E0,4.178560638E0,8.306733003E0
1.226444071E1,-5.338947601E0,5.159171448E0,3.473975830E0,8.196945747E0
1.227441871E1,-6.358178101E0,4.689298553E0,2.102228394E0,8.175286778E0
1.228439571E1,-7.082970886E0,4.360282745E0,9.400451660E-1,8.370437689E0
1.229437371E1,-7.270530853E0,4.364324341E0,9.976753235E-1,8.538343041E0
1.230435171E1,-7.140750732E0,4.278702393E0,1.500779114E0,8.458720538E0
1.231432971E1,-6.870861969E0,4.384083252E0,2.246079254E0,8.454218011E0
1.232430771E1,-6.839277649E0,4.861290894E0,3.399580536E0,9.053453249E0
1.233428571E1,-6.920858002E0,5.201533356E0,4.466112671E0,9.741682972E0
1.234426271E1,-6.641538849E0,5.021906891E0,5.055437164E0,9.740997486E0
1.235424071E1,-6.267317047E0,4.739294586E0,5.212161255E0,9.429040306E0
1.236421871E1,-5.934409332E0,4.975802765E0,5.405110016E0,9.444100887E0
1.237419671E1,-5.682782593E0,4.862189026E0,5.297334137E0,9.164968580E0
1.238417471E1,-5.189857635E0,4.309089203E0,5.071902924E0,8.439613220E0
1.239415171E1,-4.518503723E0,4.877756653E0,6.075116730E0,9.006465963E0
1.240412971E1,-4.186494141E0,4.910987549E0,8.319998474E0,1.052933552E1
1.241410771E1,-3.667074280E0,4.612358551E0,9.388177185E0,1.108418495E1
1.242408542E1,-3.307521973E0,4.164040833E0,9.297765198E0,1.071108656E1
1.243406342E1,-3.070115662E0,3.563040619E0,8.984017639E0,1.014068250E1
1.244404042E1,-2.821931763E0,3.456611938E0,8.930578766E0,9.983321194E0
1.245401842E1,-2.587369537E0,3.835174713E0,9.453291779E0,1.052462691E1
1.246399642E1,-2.312990112E0,4.186793518E0,1.006027954E1,1.113949674E1
1.247397442E1,-1.984123993E0,4.629123688E0,1.155596924E1,1.260579070E1
1.248395242E1,-2.345622253E0,4.870721283E0,1.297950897E1,1.406035287E1
1.249393042E1,-2.957849121E0,4.422553253E0,1.325478653E1,1.428275935E1
1.250390742E1,-3.469335480E0,4.134851532E0,1.305330551E1,1.412522816E1
1.251388542E1,-4.141288147E0,3.803291016E0,1.193647797E1,1.319449871E1
1.252386342E1,-4.512516174E0,3.414998474E0,1.010279114E1,1.157978435E1
1.253384142E1,-4.275409241E0,3.107687531E0,8.361911316E0,9.892340816E0
1.254381942E1,-3.423381042E0,2.883304138E0,7.071295166E0,8.368763101E0
1.255379642E1,-1.401834869E0,2.539469147E0,6.820865936E0,7.412034584E0
1.256377442E1,1.644480286E0,2.965782623E0,7.948022003E0,8.641251978E0
1.257375242E1,2.961142273E0,3.913611603E0,8.453221436E0,9.774542034E0
1.258373042E1,3.200644226E0,4.123325500E0,7.402406616E0,9.057679634E0
1.259370842E1,3.000959473E0,4.069287872E0,6.217620392E0,8.013966863E0
1.260368642E1,2.200274506E0,3.526516571E0,5.159470825E0,6.625531392E0
1.261366342E1,2.061363373E0,2.618654480E0,4.111200714E0,5.292309661E0
1.262364142E1,3.307072906E0,2.518063660E0,2.853067017E0,5.041563964E0
1.263361942E1,4.726121979E0,3.073408813E0,1.505868530E0,5.835212997E0
1.264359742E1,5.010380859E0,3.808081055E0,3.477268982E-1,6.302881220E0
1.265357542E1,4.565356293E0,4.210893402E0,-3.851490784E-1,6.222735824E0
1.266355242E1,3.809128876E0,3.831881561E0,-4.083508301E-1,5.418443457E0
1.267353042E1,3.003653870E0,2.567311249E0,6.017486572E-2,3.951790054E0
1.268350842E1,3.195105743E0,1.612297211E0,8.711883545E-1,3.683364244E0
1.269348642E1,4.317471771E0,1.773811340E0,1.978286133E0,5.069574458E0
1.270346442E1,5.785169678E0,2.722538452E0,3.227438507E0,7.162175866E0
1.271344242E1,6.822662201E0,3.735482025E0,4.186943207E0,8.833631127E0
1.272341942E1,7.383695526E0,4.441114655E0,4.762646027E0,9.845062528E0
1.273339742E1,7.922125854E0,5.054688721E0,5.508694611E0,1.089291845E1
1.274337542E1,8.712033234E0,5.662275238E0,6.736291809E0,1.238299282E1
1.275335342E1,1.070004913E1,6.480174408E0,8.273145905E0,1.499762164E1
1.276333142E1,1.341689941E1,8.010591888E0,1.035636383E1,1.874665421E1
1.277330842E1,1.578527435E1,9.889484711E0,1.277383667E1,2.258644942E1
1.278328642E1,1.729413666E1,1.144819336E1,1.450348984E1,2.530809182E1
1.279326442E1,1.837997864E1,1.265618134E1,1.502350845E1,2.690182795E1
1.280324242E1,1.872590927E1,1.302651123E1,1.463147369E1,2.710036338E1
1.281322042E1,1.789857971E1,1.205622894E1,1.391012375E1,2.567495579E1
1.282319842E1,1.606429413E1,1.024379791E1,1.291304718E1,2.301616234E1
1.283317542E1,1.428449524E1,8.211474152E0,1.179532150E1,2.026338376E1
1.284315342E1,1.268791534E1,6.043831787E0,1.072040680E1,1.767592205E1
1.285313142E1,1.124865829E1,4.666994934E0,1.007449997E1,1.580533786E1
1.286310942E1,1.002031265E1,3.802093506E0,1.008467880E1,1.471609076E1
1.287308742E1,9.192084961E0,2.544408875E0,1.011132339E1,1.389990299E1
1.288306442E1,8.376281433E0,9.566606140E-1,1.004561005E1,1.311455571E1
1.289304242E1,6.966213684E0,-1.070274353E0,9.715845795E0,1.200296962E1
1.290302042E1,5.291196899E0,-3.101400604E0,8.454269257E0,1.044462153E1
1.291299842E1,4.621190186E0,-3.945195923E0,6.791826324E0,9.113115517E0
1.292297642E1,3.601959686E0,-4.185296631E0,5.153483276E0,7.553092833E0
1.293295342E1,1.661544800E0,-4.461023254E0,3.643722839E0,5.994845763E0
1.294293142E1,-4.463717651E-1,-4.087100830E0,3.134481812E0,5.169972647E0
1.295290942E1,-1.928439789E0,-3.015778656E0,4.970713348E0,6.125503417E0
1.296288742E1,-3.959416351E0,-1.091380463E0,4.837490387E0,6.345817709E0
1.297286542E1,-5.590274963E0,-7.963439941E-2,3.403472443E0,6.545314391E0
1.298284342E1,-6.572682037E0,5.441184998E-1,2.731669464E0,7.138503496E0
1.299282042E1,-7.663164368E0,1.356479187E0,2.711012421E0,8.240977627E0
1.300279842E1,-8.441845093E0,2.248923340E0,3.084785156E0,9.264896342E0
1.301277642E1,-8.977281647E0,3.273991699E0,3.864813080E0,1.030763734E1
1.302275442E1,-9.328451385E0,3.909420319E0,4.637655945E0,1.112705824E1
1.303273242E1,-9.702972565E0,4.103566589E0,4.708309021E0,1.153928547E1
1.304270942E1,-1.017464172E1,4.375101929E0,4.051175537E0,1.179308587E1
1.305268742E1,-1.026999344E1,4.716092834E0,3.225492554E0,1.175236568E1
1.306266542E1,-1.020098694E1,5.077441406E0,2.759960632E0,1.172424533E1
1.307264342E1,-1.027613068E1,5.294789429E0,2.979404297E0,1.193777646E1
1.308262142E1,-9.777966614E0,4.902604980E0,3.702999573E0,1.154800297E1
1.309259842E1,-8.749006348E0,4.045487366E0,5.043013000E0,1.087855966E1
1.310257642E1,-7.732919312E0,3.181035004E0,6.674919434E0,1.069913895E1
1.311255442E1,-6.988217926E0,2.687361603E0,7.971074066E0,1.093595556E1
1.312253242E1,-6.435267792E0,2.440973969E0,8.387807465E0,1.085017694E1
1.313251042E1,-6.367758179E0,1.982477417E0,7.807913361E0,1.026849901E1
1.314248842E1,-6.473588104E0,1.814227295E0,6.399791565E0,9.282030796E0
1.315246542E1,-5.895041199E0,1.835932159E0,5.113067322E0,8.016583753E0
1.316244342E1,-5.409151611E0,1.539099426E0,4.927902374E0,7.477430709E0
1.317242142E1,-4.616400146E0,7.303312683E-1,4.712799683E0,6.637395191E0
1.318239942E1,-3.293451233E0,2.980302429E-1,3.988156586E0,5.180833524E0
1.319237742E1,-1.474733276E0,4.809498596E-1,3.014880524E0,3.390524381E0
1.320235442E1,9.151968384E-1,1.473685455E0,2.922971649E0,3.398984751E0
1.321233242E1,3.139870605E0,2.231260071E0,3.509601746E0,5.211008860E0
1.322231042E1,4.768932953E0,1.682201843E0,4.657863922E0,6.875188788E0
1.323228842E1,5.734874268E0,1.117126923E0,6.727759552E0,8.910639933E0
1.324226642E1,5.859265594E0,1.530567169E0,8.460256805E0,1.040430557E1
1.325224342E1,5.906267853E0,1.924248505E0,9.398954773E0,1.126619204E1
1.326222142E1,6.208339691E0,2.063608704E0,1.003528152E1,1.197951743E1
1.327219942E1,6.864425354E0,2.577789459E0,1.054796539E1,1.284620208E1
1.328217742E1,7.906408539E0,3.743265839E0,1.072010742E1,1.383633038E1
1.329215542E1,8.959319000E0,5.369484100E0,1.090527237E1,1.510052058E1
1.330213342E1,1.024319916E1,7.057074738E0,1.131242569E1,1.681357808E1
1.331211042E1,1.157617722E1,8.850495300E0,1.196806229E1,1.885666092E1
1.332208842E1,1.278551239E1,1.083641556E1,1.250798950E1,2.091284368E1
1.333206642E1,1.359143646E1,1.252655090E1,1.261591507E1,2.237862676E1
1.334204442E1,1.382225647E1,1.319685699E1,1.237955658E1,2.276983157E1
1.335202242E1,1.366478394E1,1.265678009E1,1.197614548E1,2.214381319E1
