Times (us),interval (us),strain (raw),sensorValue0 (raw)
3141924,12504,4542184,315
3154424,12500,4541320,315
3166924,12500,4540946,314
3179428,12504,4541185,314
3191928,12500,4542059,314
3204428,12500,4542461,314
3216932,12504,4542514,313
3229432,12500,4542167,313
3241932,12500,4541626,313
3254436,12504,4541141,313
3266936,12500,4541098,313
3279436,12500,4541520,313
3291940,12504,4542052,313
3304440,12500,4542477,313
3316940,12500,4542117,312
3329440,12500,4541311,312
3341940,12500,4540697,312
3354440,12500,4541027,312
3366940,12500,4541786,312
3379440,12500,4542346,311
3391940,12500,4542633,312
3404444,12504,4542541,312
3416944,12500,4541989,311
3429444,12500,4541236,311
3441944,12500,4541732,311
3454444,12500,4542456,311
3466944,12500,4542680,310
3479444,12500,4542398,310
3491944,12500,4541966,310
3504444,12500,4541642,310
3516944,12500,4541383,310
3529444,12500,4541802,310
3541944,12500,4542424,310
3554444,12500,4542132,310
3566944,12500,4541616,309
3579448,12504,4541361,309
3591952,12504,4541470,309
3604452,12500,4542014,309
3616956,12504,4542514,309
3629456,12500,4542533,309
3641956,12500,4542333,309
3654456,12500,4541907,309
3666956,12500,4541668,308
3679456,12500,4541829,308
3691956,12500,4542254,308
3704456,12500,4542505,308
3716956,12500,4542280,308
3729456,12500,4542057,308
3741956,12500,4541559,308
3754460,12504,4541545,308
3766964,12504,4542138,307
3779464,12500,4542530,307
3791964,12500,4542143,307
3804468,12504,4541538,307
3816968,12500,4541225,307
3829468,12500,4541452,307
3841972,12504,4542078,307
3854472,12500,4542708,307
3866976,12504,4542814,306
3879480,12504,4542306,306
3891980,12500,4541607,306
3904480,12500,4541473,306
3916980,12500,4542243,306
3929484,12504,4542838,306
3941984,12500,4542807,306
3954484,12500,4542166,306
3966984,12500,4541314,306
3979484,12500,4541176,305
3991984,12500,4541487,306
4004488,12504,4542069,306
4016992,12504,4542720,305
4029492,12500,4542135,305
4041996,12504,4541528,305
4054496,12500,4541473,305
4067000,12504,4541838,305
4079504,12504,4542251,305
4092008,12504,4542377,305
4104508,12500,4542182,305
4117008,12500,4541777,305
4129512,12504,4541608,304
4142012,12500,4542659,305
4154516,12504,4543005,305
4167016,12500,4542668,304
4179520,12504,4542044,304
4192020,12500,4541371,304
4204520,12500,4541096,304
4217020,12500,4541769,304
4229520,12500,4542593,304
4242020,12500,4543175,304
4254520,12500,4543014,304
4267024,12504,4541037,304
4279524,12500,4540482,304
4292024,12500,4540900,304
4304524,12500,4542016,304
4317024,12500,4542965,304
4329524,12500,4543316,303
4342028,12504,4542826,304
4354528,12500,4542018,304
4367032,12504,4541162,304
4379532,12500,4541007,303
4392032,12500,4542267,304
4404532,12500,4542676,304
4417032,12500,4542455,304
4429532,12500,4541885,303
4442032,12500,4541587,304
4454532,12500,4541695,304
4467032,12500,4542158,304
4479532,12500,4542705,303
4492032,12500,4542572,303
4504532,12500,4541193,304
4517032,12500,4541053,303
4529532,12500,4541603,303
4542032,12500,4542822,303
4554532,12500,4543640,303
4567032,12500,4543189,303
4579532,12500,4541948,303
4592032,12500,4540606,303
4604536,12504,4540069,303
4617040,12504,4540796,303
4629540,12500,4543533,302
4642040,12500,4543712,303
4654540,12500,4542568,303
4667040,12500,4541187,303
4679540,12500,4540529,302
4692044,12504,4540858,303
4704544,12500,4542090,303
4717044,12500,4543284,303
4729544,12500,4543487,302
4742044,12500,4541185,302
4754544,12500,4540506,303
4767044,12500,4540941,302
4779544,12500,4541997,302
4792044,12500,4543034,302
4804548,12504,4543428,302
4817052,12504,4542675,302
4829552,12500,4541455,302
4842052,12500,4540685,302
4854556,12504,4541023,302
4867056,12500,4543118,302
4879556,12500,4543367,302
4892056,12500,4542888,302
4904556,12500,4541838,302
4917056,12500,4540930,302
4929560,12504,4540905,301
4942060,12500,4541645,302
4954564,12504,4542545,302
4967068,12504,4542999,302
4979568,12500,4542754,301
4992068,12500,4541739,301
5004568,12500,4541562,302
5017072,12504,4541844,301
5029572,12500,4542121,301
5042072,12500,4542151,301
5054572,12500,4542078,301
